category_environment,environment_id,category_job_satisfaction,job_satisfaction_id,category_job_involvment,job_involvment_id,category_relationship,relationship_id,category_balance,balance_id,satisfaction_id,satisfaction
low,1,low,1,high,3,low,1,good,3,11313,"low, low, high, low, good"
low,1,low,1,high,3,low,1,excellent,4,11314,"low, low, high, low, excellent"
low,1,low,1,high,3,medium,2,very_low,1,11321,"low, low, high, medium, very_low"
low,1,low,1,high,3,medium,2,low,2,11322,"low, low, high, medium, low"
low,1,low,1,high,3,medium,2,good,3,11323,"low, low, high, medium, good"
low,1,low,1,high,3,medium,2,excellent,4,11324,"low, low, high, medium, excellent"
low,1,low,1,high,3,high,3,very_low,1,11331,"low, low, high, high, very_low"
low,1,low,1,high,3,high,3,low,2,11332,"low, low, high, high, low"
low,1,low,1,high,3,high,3,good,3,11333,"low, low, high, high, good"
low,1,low,1,high,3,high,3,excellent,4,11334,"low, low, high, high, excellent"
low,1,low,1,high,3,very_high,4,very_low,1,11341,"low, low, high, very_high, very_low"
low,1,low,1,high,3,very_high,4,low,2,11342,"low, low, high, very_high, low"
low,1,low,1,high,3,very_high,4,good,3,11343,"low, low, high, very_high, good"
low,1,low,1,high,3,very_high,4,excellent,4,11344,"low, low, high, very_high, excellent"
low,1,low,1,very_high,4,low,1,very_low,1,11411,"low, low, very_high, low, very_low"
low,1,low,1,very_high,4,low,1,low,2,11412,"low, low, very_high, low, low"
low,1,low,1,very_high,4,low,1,good,3,11413,"low, low, very_high, low, good"
low,1,low,1,very_high,4,low,1,excellent,4,11414,"low, low, very_high, low, excellent"
low,1,low,1,very_high,4,medium,2,very_low,1,11421,"low, low, very_high, medium, very_low"
low,1,low,1,very_high,4,medium,2,low,2,11422,"low, low, very_high, medium, low"
low,1,low,1,very_high,4,medium,2,good,3,11423,"low, low, very_high, medium, good"
low,1,low,1,very_high,4,medium,2,excellent,4,11424,"low, low, very_high, medium, excellent"
low,1,low,1,very_high,4,high,3,very_low,1,11431,"low, low, very_high, high, very_low"
low,1,low,1,very_high,4,high,3,low,2,11432,"low, low, very_high, high, low"
low,1,low,1,very_high,4,high,3,good,3,11433,"low, low, very_high, high, good"
low,1,low,1,very_high,4,high,3,excellent,4,11434,"low, low, very_high, high, excellent"
low,1,low,1,very_high,4,very_high,4,very_low,1,11441,"low, low, very_high, very_high, very_low"
low,1,low,1,very_high,4,very_high,4,low,2,11442,"low, low, very_high, very_high, low"
low,1,low,1,very_high,4,very_high,4,good,3,11443,"low, low, very_high, very_high, good"
low,1,low,1,very_high,4,very_high,4,excellent,4,11444,"low, low, very_high, very_high, excellent"
low,1,medium,2,low,1,low,1,very_low,1,12111,"low, medium, low, low, very_low"
low,1,medium,2,low,1,low,1,low,2,12112,"low, medium, low, low, low"
low,1,medium,2,low,1,low,1,good,3,12113,"low, medium, low, low, good"
low,1,medium,2,low,1,low,1,excellent,4,12114,"low, medium, low, low, excellent"
low,1,medium,2,low,1,medium,2,very_low,1,12121,"low, medium, low, medium, very_low"
low,1,medium,2,low,1,medium,2,low,2,12122,"low, medium, low, medium, low"
low,1,medium,2,low,1,medium,2,good,3,12123,"low, medium, low, medium, good"
low,1,medium,2,low,1,medium,2,excellent,4,12124,"low, medium, low, medium, excellent"
low,1,medium,2,low,1,high,3,very_low,1,12131,"low, medium, low, high, very_low"
low,1,medium,2,low,1,high,3,low,2,12132,"low, medium, low, high, low"
low,1,medium,2,low,1,high,3,good,3,12133,"low, medium, low, high, good"
low,1,medium,2,low,1,high,3,excellent,4,12134,"low, medium, low, high, excellent"
low,1,medium,2,low,1,very_high,4,very_low,1,12141,"low, medium, low, very_high, very_low"
low,1,medium,2,low,1,very_high,4,low,2,12142,"low, medium, low, very_high, low"
low,1,medium,2,low,1,very_high,4,good,3,12143,"low, medium, low, very_high, good"
low,1,medium,2,low,1,very_high,4,excellent,4,12144,"low, medium, low, very_high, excellent"
low,1,medium,2,medium,2,low,1,very_low,1,12211,"low, medium, medium, low, very_low"
low,1,medium,2,medium,2,low,1,low,2,12212,"low, medium, medium, low, low"
low,1,medium,2,medium,2,low,1,good,3,12213,"low, medium, medium, low, good"
low,1,medium,2,medium,2,low,1,excellent,4,12214,"low, medium, medium, low, excellent"
low,1,medium,2,medium,2,medium,2,very_low,1,12221,"low, medium, medium, medium, very_low"
low,1,medium,2,medium,2,medium,2,low,2,12222,"low, medium, medium, medium, low"
low,1,medium,2,medium,2,medium,2,good,3,12223,"low, medium, medium, medium, good"
low,1,medium,2,medium,2,medium,2,excellent,4,12224,"low, medium, medium, medium, excellent"
low,1,medium,2,medium,2,high,3,very_low,1,12231,"low, medium, medium, high, very_low"
low,1,medium,2,medium,2,high,3,low,2,12232,"low, medium, medium, high, low"
low,1,medium,2,medium,2,high,3,good,3,12233,"low, medium, medium, high, good"
low,1,medium,2,medium,2,high,3,excellent,4,12234,"low, medium, medium, high, excellent"
low,1,medium,2,medium,2,very_high,4,very_low,1,12241,"low, medium, medium, very_high, very_low"
low,1,medium,2,medium,2,very_high,4,low,2,12242,"low, medium, medium, very_high, low"
low,1,medium,2,medium,2,very_high,4,good,3,12243,"low, medium, medium, very_high, good"
low,1,medium,2,medium,2,very_high,4,excellent,4,12244,"low, medium, medium, very_high, excellent"
low,1,medium,2,high,3,low,1,very_low,1,12311,"low, medium, high, low, very_low"
low,1,medium,2,high,3,low,1,low,2,12312,"low, medium, high, low, low"
low,1,medium,2,high,3,low,1,good,3,12313,"low, medium, high, low, good"
low,1,medium,2,high,3,low,1,excellent,4,12314,"low, medium, high, low, excellent"
low,1,medium,2,high,3,medium,2,very_low,1,12321,"low, medium, high, medium, very_low"
low,1,medium,2,high,3,medium,2,low,2,12322,"low, medium, high, medium, low"
low,1,medium,2,high,3,medium,2,good,3,12323,"low, medium, high, medium, good"
low,1,medium,2,high,3,medium,2,excellent,4,12324,"low, medium, high, medium, excellent"
low,1,medium,2,high,3,high,3,very_low,1,12331,"low, medium, high, high, very_low"
low,1,medium,2,high,3,high,3,low,2,12332,"low, medium, high, high, low"
low,1,medium,2,high,3,high,3,good,3,12333,"low, medium, high, high, good"
low,1,medium,2,high,3,high,3,excellent,4,12334,"low, medium, high, high, excellent"
low,1,medium,2,high,3,very_high,4,very_low,1,12341,"low, medium, high, very_high, very_low"
low,1,medium,2,high,3,very_high,4,low,2,12342,"low, medium, high, very_high, low"
low,1,medium,2,high,3,very_high,4,good,3,12343,"low, medium, high, very_high, good"
low,1,medium,2,high,3,very_high,4,excellent,4,12344,"low, medium, high, very_high, excellent"
low,1,medium,2,very_high,4,low,1,very_low,1,12411,"low, medium, very_high, low, very_low"
low,1,medium,2,very_high,4,low,1,low,2,12412,"low, medium, very_high, low, low"
low,1,medium,2,very_high,4,low,1,good,3,12413,"low, medium, very_high, low, good"
low,1,medium,2,very_high,4,low,1,excellent,4,12414,"low, medium, very_high, low, excellent"
low,1,medium,2,very_high,4,medium,2,very_low,1,12421,"low, medium, very_high, medium, very_low"
low,1,medium,2,very_high,4,medium,2,low,2,12422,"low, medium, very_high, medium, low"
low,1,medium,2,very_high,4,medium,2,good,3,12423,"low, medium, very_high, medium, good"
low,1,medium,2,very_high,4,medium,2,excellent,4,12424,"low, medium, very_high, medium, excellent"
low,1,medium,2,very_high,4,high,3,very_low,1,12431,"low, medium, very_high, high, very_low"
low,1,medium,2,very_high,4,high,3,low,2,12432,"low, medium, very_high, high, low"
low,1,medium,2,very_high,4,high,3,good,3,12433,"low, medium, very_high, high, good"
low,1,medium,2,very_high,4,high,3,excellent,4,12434,"low, medium, very_high, high, excellent"
low,1,medium,2,very_high,4,very_high,4,very_low,1,12441,"low, medium, very_high, very_high, very_low"
low,1,medium,2,very_high,4,very_high,4,low,2,12442,"low, medium, very_high, very_high, low"
low,1,medium,2,very_high,4,very_high,4,good,3,12443,"low, medium, very_high, very_high, good"
low,1,medium,2,very_high,4,very_high,4,excellent,4,12444,"low, medium, very_high, very_high, excellent"
low,1,high,3,low,1,low,1,very_low,1,13111,"low, high, low, low, very_low"
low,1,high,3,low,1,low,1,low,2,13112,"low, high, low, low, low"
low,1,high,3,low,1,low,1,good,3,13113,"low, high, low, low, good"
low,1,high,3,low,1,low,1,excellent,4,13114,"low, high, low, low, excellent"
low,1,high,3,low,1,medium,2,very_low,1,13121,"low, high, low, medium, very_low"
low,1,high,3,low,1,medium,2,low,2,13122,"low, high, low, medium, low"
low,1,high,3,low,1,medium,2,good,3,13123,"low, high, low, medium, good"
low,1,high,3,low,1,medium,2,excellent,4,13124,"low, high, low, medium, excellent"
low,1,high,3,low,1,high,3,very_low,1,13131,"low, high, low, high, very_low"
low,1,high,3,low,1,high,3,low,2,13132,"low, high, low, high, low"
low,1,high,3,low,1,high,3,good,3,13133,"low, high, low, high, good"
low,1,high,3,low,1,high,3,excellent,4,13134,"low, high, low, high, excellent"
low,1,high,3,low,1,very_high,4,very_low,1,13141,"low, high, low, very_high, very_low"
low,1,high,3,low,1,very_high,4,low,2,13142,"low, high, low, very_high, low"
low,1,high,3,low,1,very_high,4,good,3,13143,"low, high, low, very_high, good"
low,1,high,3,low,1,very_high,4,excellent,4,13144,"low, high, low, very_high, excellent"
low,1,high,3,medium,2,low,1,very_low,1,13211,"low, high, medium, low, very_low"
low,1,high,3,medium,2,low,1,low,2,13212,"low, high, medium, low, low"
low,1,high,3,medium,2,low,1,good,3,13213,"low, high, medium, low, good"
low,1,high,3,medium,2,low,1,excellent,4,13214,"low, high, medium, low, excellent"
low,1,high,3,medium,2,medium,2,very_low,1,13221,"low, high, medium, medium, very_low"
low,1,high,3,medium,2,medium,2,low,2,13222,"low, high, medium, medium, low"
low,1,high,3,medium,2,medium,2,good,3,13223,"low, high, medium, medium, good"
low,1,high,3,medium,2,medium,2,excellent,4,13224,"low, high, medium, medium, excellent"
low,1,high,3,medium,2,high,3,very_low,1,13231,"low, high, medium, high, very_low"
low,1,high,3,medium,2,high,3,low,2,13232,"low, high, medium, high, low"
low,1,high,3,medium,2,high,3,good,3,13233,"low, high, medium, high, good"
low,1,high,3,medium,2,high,3,excellent,4,13234,"low, high, medium, high, excellent"
low,1,high,3,medium,2,very_high,4,very_low,1,13241,"low, high, medium, very_high, very_low"
low,1,high,3,medium,2,very_high,4,low,2,13242,"low, high, medium, very_high, low"
low,1,high,3,medium,2,very_high,4,good,3,13243,"low, high, medium, very_high, good"
low,1,high,3,medium,2,very_high,4,excellent,4,13244,"low, high, medium, very_high, excellent"
low,1,high,3,high,3,low,1,very_low,1,13311,"low, high, high, low, very_low"
low,1,high,3,high,3,low,1,low,2,13312,"low, high, high, low, low"
low,1,high,3,high,3,low,1,good,3,13313,"low, high, high, low, good"
low,1,high,3,high,3,low,1,excellent,4,13314,"low, high, high, low, excellent"
low,1,high,3,high,3,medium,2,very_low,1,13321,"low, high, high, medium, very_low"
low,1,high,3,high,3,medium,2,low,2,13322,"low, high, high, medium, low"
low,1,high,3,high,3,medium,2,good,3,13323,"low, high, high, medium, good"
low,1,high,3,high,3,medium,2,excellent,4,13324,"low, high, high, medium, excellent"
low,1,high,3,high,3,high,3,very_low,1,13331,"low, high, high, high, very_low"
low,1,high,3,high,3,high,3,low,2,13332,"low, high, high, high, low"
low,1,high,3,high,3,high,3,good,3,13333,"low, high, high, high, good"
low,1,high,3,high,3,high,3,excellent,4,13334,"low, high, high, high, excellent"
low,1,high,3,high,3,very_high,4,very_low,1,13341,"low, high, high, very_high, very_low"
low,1,high,3,high,3,very_high,4,low,2,13342,"low, high, high, very_high, low"
low,1,high,3,high,3,very_high,4,good,3,13343,"low, high, high, very_high, good"
low,1,high,3,high,3,very_high,4,excellent,4,13344,"low, high, high, very_high, excellent"
low,1,high,3,very_high,4,low,1,very_low,1,13411,"low, high, very_high, low, very_low"
low,1,high,3,very_high,4,low,1,low,2,13412,"low, high, very_high, low, low"
low,1,high,3,very_high,4,low,1,good,3,13413,"low, high, very_high, low, good"
low,1,high,3,very_high,4,low,1,excellent,4,13414,"low, high, very_high, low, excellent"
low,1,high,3,very_high,4,medium,2,very_low,1,13421,"low, high, very_high, medium, very_low"
low,1,high,3,very_high,4,medium,2,low,2,13422,"low, high, very_high, medium, low"
low,1,high,3,very_high,4,medium,2,good,3,13423,"low, high, very_high, medium, good"
low,1,high,3,very_high,4,medium,2,excellent,4,13424,"low, high, very_high, medium, excellent"
low,1,high,3,very_high,4,high,3,very_low,1,13431,"low, high, very_high, high, very_low"
low,1,high,3,very_high,4,high,3,low,2,13432,"low, high, very_high, high, low"
low,1,high,3,very_high,4,high,3,good,3,13433,"low, high, very_high, high, good"
low,1,high,3,very_high,4,high,3,excellent,4,13434,"low, high, very_high, high, excellent"
low,1,high,3,very_high,4,very_high,4,very_low,1,13441,"low, high, very_high, very_high, very_low"
low,1,high,3,very_high,4,very_high,4,low,2,13442,"low, high, very_high, very_high, low"
low,1,high,3,very_high,4,very_high,4,good,3,13443,"low, high, very_high, very_high, good"
low,1,high,3,very_high,4,very_high,4,excellent,4,13444,"low, high, very_high, very_high, excellent"
low,1,very_high,4,low,1,low,1,very_low,1,14111,"low, very_high, low, low, very_low"
low,1,very_high,4,low,1,low,1,low,2,14112,"low, very_high, low, low, low"
low,1,very_high,4,low,1,low,1,good,3,14113,"low, very_high, low, low, good"
low,1,very_high,4,low,1,low,1,excellent,4,14114,"low, very_high, low, low, excellent"
low,1,very_high,4,low,1,medium,2,very_low,1,14121,"low, very_high, low, medium, very_low"
low,1,very_high,4,low,1,medium,2,low,2,14122,"low, very_high, low, medium, low"
low,1,very_high,4,low,1,medium,2,good,3,14123,"low, very_high, low, medium, good"
low,1,very_high,4,low,1,medium,2,excellent,4,14124,"low, very_high, low, medium, excellent"
low,1,very_high,4,low,1,high,3,very_low,1,14131,"low, very_high, low, high, very_low"
low,1,very_high,4,low,1,high,3,low,2,14132,"low, very_high, low, high, low"
low,1,very_high,4,low,1,high,3,good,3,14133,"low, very_high, low, high, good"
low,1,very_high,4,low,1,high,3,excellent,4,14134,"low, very_high, low, high, excellent"
low,1,very_high,4,low,1,very_high,4,very_low,1,14141,"low, very_high, low, very_high, very_low"
low,1,very_high,4,low,1,very_high,4,low,2,14142,"low, very_high, low, very_high, low"
low,1,very_high,4,low,1,very_high,4,good,3,14143,"low, very_high, low, very_high, good"
low,1,very_high,4,low,1,very_high,4,excellent,4,14144,"low, very_high, low, very_high, excellent"
low,1,very_high,4,medium,2,low,1,very_low,1,14211,"low, very_high, medium, low, very_low"
low,1,very_high,4,medium,2,low,1,low,2,14212,"low, very_high, medium, low, low"
low,1,very_high,4,medium,2,low,1,good,3,14213,"low, very_high, medium, low, good"
low,1,very_high,4,medium,2,low,1,excellent,4,14214,"low, very_high, medium, low, excellent"
low,1,very_high,4,medium,2,medium,2,very_low,1,14221,"low, very_high, medium, medium, very_low"
low,1,very_high,4,medium,2,medium,2,low,2,14222,"low, very_high, medium, medium, low"
low,1,very_high,4,medium,2,medium,2,good,3,14223,"low, very_high, medium, medium, good"
low,1,very_high,4,medium,2,medium,2,excellent,4,14224,"low, very_high, medium, medium, excellent"
low,1,very_high,4,medium,2,high,3,very_low,1,14231,"low, very_high, medium, high, very_low"
low,1,very_high,4,medium,2,high,3,low,2,14232,"low, very_high, medium, high, low"
low,1,very_high,4,medium,2,high,3,good,3,14233,"low, very_high, medium, high, good"
low,1,very_high,4,medium,2,high,3,excellent,4,14234,"low, very_high, medium, high, excellent"
low,1,very_high,4,medium,2,very_high,4,very_low,1,14241,"low, very_high, medium, very_high, very_low"
low,1,very_high,4,medium,2,very_high,4,low,2,14242,"low, very_high, medium, very_high, low"
low,1,very_high,4,medium,2,very_high,4,good,3,14243,"low, very_high, medium, very_high, good"
low,1,very_high,4,medium,2,very_high,4,excellent,4,14244,"low, very_high, medium, very_high, excellent"
low,1,very_high,4,high,3,low,1,very_low,1,14311,"low, very_high, high, low, very_low"
low,1,very_high,4,high,3,low,1,low,2,14312,"low, very_high, high, low, low"
low,1,very_high,4,high,3,low,1,good,3,14313,"low, very_high, high, low, good"
low,1,very_high,4,high,3,low,1,excellent,4,14314,"low, very_high, high, low, excellent"
low,1,very_high,4,high,3,medium,2,very_low,1,14321,"low, very_high, high, medium, very_low"
low,1,very_high,4,high,3,medium,2,low,2,14322,"low, very_high, high, medium, low"
low,1,very_high,4,high,3,medium,2,good,3,14323,"low, very_high, high, medium, good"
low,1,very_high,4,high,3,medium,2,excellent,4,14324,"low, very_high, high, medium, excellent"
low,1,very_high,4,high,3,high,3,very_low,1,14331,"low, very_high, high, high, very_low"
low,1,very_high,4,high,3,high,3,low,2,14332,"low, very_high, high, high, low"
low,1,very_high,4,high,3,high,3,good,3,14333,"low, very_high, high, high, good"
low,1,very_high,4,high,3,high,3,excellent,4,14334,"low, very_high, high, high, excellent"
low,1,very_high,4,high,3,very_high,4,very_low,1,14341,"low, very_high, high, very_high, very_low"
low,1,very_high,4,high,3,very_high,4,low,2,14342,"low, very_high, high, very_high, low"
low,1,very_high,4,high,3,very_high,4,good,3,14343,"low, very_high, high, very_high, good"
low,1,very_high,4,high,3,very_high,4,excellent,4,14344,"low, very_high, high, very_high, excellent"
low,1,very_high,4,very_high,4,low,1,very_low,1,14411,"low, very_high, very_high, low, very_low"
low,1,very_high,4,very_high,4,low,1,low,2,14412,"low, very_high, very_high, low, low"
low,1,very_high,4,very_high,4,low,1,good,3,14413,"low, very_high, very_high, low, good"
low,1,very_high,4,very_high,4,low,1,excellent,4,14414,"low, very_high, very_high, low, excellent"
low,1,very_high,4,very_high,4,medium,2,very_low,1,14421,"low, very_high, very_high, medium, very_low"
low,1,very_high,4,very_high,4,medium,2,low,2,14422,"low, very_high, very_high, medium, low"
low,1,very_high,4,very_high,4,medium,2,good,3,14423,"low, very_high, very_high, medium, good"
low,1,very_high,4,very_high,4,medium,2,excellent,4,14424,"low, very_high, very_high, medium, excellent"
low,1,very_high,4,very_high,4,high,3,very_low,1,14431,"low, very_high, very_high, high, very_low"
low,1,very_high,4,very_high,4,high,3,low,2,14432,"low, very_high, very_high, high, low"
low,1,very_high,4,very_high,4,high,3,good,3,14433,"low, very_high, very_high, high, good"
low,1,very_high,4,very_high,4,high,3,excellent,4,14434,"low, very_high, very_high, high, excellent"
low,1,very_high,4,very_high,4,very_high,4,very_low,1,14441,"low, very_high, very_high, very_high, very_low"
low,1,very_high,4,very_high,4,very_high,4,low,2,14442,"low, very_high, very_high, very_high, low"
low,1,very_high,4,very_high,4,very_high,4,good,3,14443,"low, very_high, very_high, very_high, good"
low,1,very_high,4,very_high,4,very_high,4,excellent,4,14444,"low, very_high, very_high, very_high, excellent"
medium,2,low,1,low,1,low,1,very_low,1,21111,"medium, low, low, low, very_low"
medium,2,low,1,low,1,low,1,low,2,21112,"medium, low, low, low, low"
medium,2,low,1,low,1,low,1,good,3,21113,"medium, low, low, low, good"
medium,2,low,1,low,1,low,1,excellent,4,21114,"medium, low, low, low, excellent"
medium,2,low,1,low,1,medium,2,very_low,1,21121,"medium, low, low, medium, very_low"
medium,2,low,1,low,1,medium,2,low,2,21122,"medium, low, low, medium, low"
medium,2,low,1,low,1,medium,2,good,3,21123,"medium, low, low, medium, good"
medium,2,low,1,low,1,medium,2,excellent,4,21124,"medium, low, low, medium, excellent"
medium,2,low,1,low,1,high,3,very_low,1,21131,"medium, low, low, high, very_low"
medium,2,low,1,low,1,high,3,low,2,21132,"medium, low, low, high, low"
medium,2,low,1,low,1,high,3,good,3,21133,"medium, low, low, high, good"
medium,2,low,1,low,1,high,3,excellent,4,21134,"medium, low, low, high, excellent"
medium,2,low,1,low,1,very_high,4,very_low,1,21141,"medium, low, low, very_high, very_low"
medium,2,low,1,low,1,very_high,4,low,2,21142,"medium, low, low, very_high, low"
medium,2,low,1,low,1,very_high,4,good,3,21143,"medium, low, low, very_high, good"
medium,2,low,1,low,1,very_high,4,excellent,4,21144,"medium, low, low, very_high, excellent"
medium,2,low,1,medium,2,low,1,very_low,1,21211,"medium, low, medium, low, very_low"
medium,2,low,1,medium,2,low,1,low,2,21212,"medium, low, medium, low, low"
medium,2,low,1,medium,2,low,1,good,3,21213,"medium, low, medium, low, good"
medium,2,low,1,medium,2,low,1,excellent,4,21214,"medium, low, medium, low, excellent"
medium,2,low,1,medium,2,medium,2,very_low,1,21221,"medium, low, medium, medium, very_low"
medium,2,low,1,medium,2,medium,2,low,2,21222,"medium, low, medium, medium, low"
medium,2,low,1,medium,2,medium,2,good,3,21223,"medium, low, medium, medium, good"
medium,2,low,1,medium,2,medium,2,excellent,4,21224,"medium, low, medium, medium, excellent"
medium,2,low,1,medium,2,high,3,very_low,1,21231,"medium, low, medium, high, very_low"
medium,2,low,1,medium,2,high,3,low,2,21232,"medium, low, medium, high, low"
medium,2,low,1,medium,2,high,3,good,3,21233,"medium, low, medium, high, good"
medium,2,low,1,medium,2,high,3,excellent,4,21234,"medium, low, medium, high, excellent"
medium,2,low,1,medium,2,very_high,4,very_low,1,21241,"medium, low, medium, very_high, very_low"
medium,2,low,1,medium,2,very_high,4,low,2,21242,"medium, low, medium, very_high, low"
medium,2,low,1,medium,2,very_high,4,good,3,21243,"medium, low, medium, very_high, good"
medium,2,low,1,medium,2,very_high,4,excellent,4,21244,"medium, low, medium, very_high, excellent"
medium,2,low,1,high,3,low,1,very_low,1,21311,"medium, low, high, low, very_low"
medium,2,low,1,high,3,low,1,low,2,21312,"medium, low, high, low, low"
medium,2,low,1,high,3,low,1,good,3,21313,"medium, low, high, low, good"
medium,2,low,1,high,3,low,1,excellent,4,21314,"medium, low, high, low, excellent"
medium,2,low,1,high,3,medium,2,very_low,1,21321,"medium, low, high, medium, very_low"
medium,2,low,1,high,3,medium,2,low,2,21322,"medium, low, high, medium, low"
medium,2,low,1,high,3,medium,2,good,3,21323,"medium, low, high, medium, good"
medium,2,low,1,high,3,medium,2,excellent,4,21324,"medium, low, high, medium, excellent"
medium,2,low,1,high,3,high,3,very_low,1,21331,"medium, low, high, high, very_low"
medium,2,low,1,high,3,high,3,low,2,21332,"medium, low, high, high, low"
medium,2,low,1,high,3,high,3,good,3,21333,"medium, low, high, high, good"
medium,2,low,1,high,3,high,3,excellent,4,21334,"medium, low, high, high, excellent"
medium,2,low,1,high,3,very_high,4,very_low,1,21341,"medium, low, high, very_high, very_low"
medium,2,low,1,high,3,very_high,4,low,2,21342,"medium, low, high, very_high, low"
medium,2,low,1,high,3,very_high,4,good,3,21343,"medium, low, high, very_high, good"
medium,2,low,1,high,3,very_high,4,excellent,4,21344,"medium, low, high, very_high, excellent"
medium,2,low,1,very_high,4,low,1,very_low,1,21411,"medium, low, very_high, low, very_low"
medium,2,low,1,very_high,4,low,1,low,2,21412,"medium, low, very_high, low, low"
medium,2,low,1,very_high,4,low,1,good,3,21413,"medium, low, very_high, low, good"
medium,2,low,1,very_high,4,low,1,excellent,4,21414,"medium, low, very_high, low, excellent"
medium,2,low,1,very_high,4,medium,2,very_low,1,21421,"medium, low, very_high, medium, very_low"
medium,2,low,1,very_high,4,medium,2,low,2,21422,"medium, low, very_high, medium, low"
medium,2,low,1,very_high,4,medium,2,good,3,21423,"medium, low, very_high, medium, good"
medium,2,low,1,very_high,4,medium,2,excellent,4,21424,"medium, low, very_high, medium, excellent"
medium,2,low,1,very_high,4,high,3,very_low,1,21431,"medium, low, very_high, high, very_low"
medium,2,low,1,very_high,4,high,3,low,2,21432,"medium, low, very_high, high, low"
medium,2,low,1,very_high,4,high,3,good,3,21433,"medium, low, very_high, high, good"
medium,2,low,1,very_high,4,high,3,excellent,4,21434,"medium, low, very_high, high, excellent"
medium,2,low,1,very_high,4,very_high,4,very_low,1,21441,"medium, low, very_high, very_high, very_low"
medium,2,low,1,very_high,4,very_high,4,low,2,21442,"medium, low, very_high, very_high, low"
medium,2,low,1,very_high,4,very_high,4,good,3,21443,"medium, low, very_high, very_high, good"
medium,2,low,1,very_high,4,very_high,4,excellent,4,21444,"medium, low, very_high, very_high, excellent"
medium,2,medium,2,low,1,low,1,very_low,1,22111,"medium, medium, low, low, very_low"
medium,2,medium,2,low,1,low,1,low,2,22112,"medium, medium, low, low, low"
medium,2,medium,2,low,1,low,1,good,3,22113,"medium, medium, low, low, good"
medium,2,medium,2,low,1,low,1,excellent,4,22114,"medium, medium, low, low, excellent"
medium,2,medium,2,low,1,medium,2,very_low,1,22121,"medium, medium, low, medium, very_low"
medium,2,medium,2,low,1,medium,2,low,2,22122,"medium, medium, low, medium, low"
medium,2,medium,2,low,1,medium,2,good,3,22123,"medium, medium, low, medium, good"
medium,2,medium,2,low,1,medium,2,excellent,4,22124,"medium, medium, low, medium, excellent"
medium,2,medium,2,low,1,high,3,very_low,1,22131,"medium, medium, low, high, very_low"
medium,2,medium,2,low,1,high,3,low,2,22132,"medium, medium, low, high, low"
medium,2,medium,2,low,1,high,3,good,3,22133,"medium, medium, low, high, good"
medium,2,medium,2,low,1,high,3,excellent,4,22134,"medium, medium, low, high, excellent"
